age,weight_kg,height_cm,vaccinated,is_male,health_score,exercise_hours,feeding_frequency,grooming_needs
9,11.48,64,True,False,4.78,4.61,twice,7
3,20.35,28,True,False,5.53,4.21,twice,10
10,39.57,44,True,True,7.93,0.3,thrice,4
1,9.69,31,False,True,0.61,2.74,thrice,1
1,20.4,34,True,True,7.12,1.52,twice,3
1,7.62,41,False,True,4.07,1.31,thrice,4
1,12.5,94,True,False,0.58,0.97,thrice,3
6,39.93,20,False,False,2.86,2.22,twice,8
7,19.19,46,False,False,2.09,0.32,four times,4
9,32.04,50,True,False,0.47,0.5,four times,3
4,26.29,94,False,True,9.81,4.54,thrice,10
7,15.41,40,True,False,8.65,3.83,twice,4
7,18.93,64,False,False,9.4,4.34,twice,2
1,23.86,47,False,True,6.2,4.28,four times,9
3,18.7,31,True,False,8.95,3.06,twice,10
5,14.17,85,False,True,4.23,2.63,four times,4
3,39.04,35,False,True,6.57,1.15,thrice,9
1,29.37,50,False,True,6.05,2.33,four times,5
1,32.38,95,True,True,6.41,0.77,twice,10
8,19.6,71,False,False,0.35,3.48,four times,6
1,10.24,94,True,True,6.53,4.55,twice,5
3,17.46,47,False,True,3.29,1.58,four times,3
6,7.97,36,True,False,6.53,0.58,thrice,5
3,32.71,78,True,True,7.22,2.23,four times,8
10,18.07,41,True,True,2.02,4.4,thrice,10
7,23.94,62,True,False,8.61,4.93,twice,8
4,13.88,93,False,True,4.33,1.62,thrice,3
9,28.78,48,True,False,1.52,4.93,four times,3
4,24.94,87,True,False,0.51,4.32,twice,9
3,5.18,62,True,False,0.76,0.14,four times,4
8,38.82,85,True,True,3.49,3.0,four times,2
3,6.64,53,True,True,9.46,3.3,four times,6
5,19.38,37,True,False,8.69,1.05,twice,7
4,12.28,43,True,True,4.26,2.61,four times,9
3,34.66,62,False,True,9.18,4.95,twice,7
5,6.48,43,True,False,9.99,4.8,thrice,1
8,18.61,30,False,False,2.07,2.77,twice,5
5,13.87,39,False,False,8.18,3.98,twice,4
6,28.03,70,False,False,0.35,2.93,twice,9
1,21.94,62,True,False,5.67,0.05,thrice,5
9,26.88,75,True,True,6.99,1.1,twice,7
5,20.39,96,True,True,2.65,2.02,four times,9
6,23.34,84,True,False,1.2,2.92,twice,4
5,21.86,39,False,True,7.34,3.66,four times,5
8,34.99,27,False,False,3.96,3.82,four times,9
10,7.28,86,True,True,0.57,0.01,thrice,3
9,11.75,77,True,False,3.43,1.89,four times,5
7,37.95,100,True,True,6.09,4.57,four times,7
1,25.12,59,True,False,0.88,3.57,four times,2
10,14.83,44,True,True,1.86,2.65,four times,2
6,26.23,52,True,False,8.69,3.01,twice,10
6,31.71,50,False,False,9.34,3.75,four times,5
4,35.52,20,True,False,7.26,3.15,four times,8
10,34.96,53,True,False,7.92,3.9,twice,3
4,30.19,48,False,True,0.82,3.99,four times,3
6,34.25,30,True,False,6.7,3.14,twice,6
9,31.94,98,True,False,8.31,2.82,thrice,1
10,33.93,78,False,False,8.81,1.0,twice,1
8,5.33,96,True,True,3.0,2.02,thrice,4
10,34.1,22,False,False,3.53,3.92,four times,5
5,25.99,78,False,False,8.98,0.61,twice,2
1,11.84,29,False,False,2.6,2.68,twice,2
7,35.21,47,True,False,4.57,2.96,twice,10
6,22.57,100,False,True,5.93,3.85,thrice,1
2,34.08,56,False,True,5.49,1.42,thrice,7
3,11.33,33,False,True,3.46,0.85,four times,6
6,15.88,38,False,True,2.28,2.25,twice,3
9,23.0,58,False,False,4.2,2.51,twice,2
1,34.92,40,False,True,2.28,2.35,four times,3
1,29.05,100,True,True,2.63,4.05,thrice,4
8,32.04,88,False,False,8.93,2.41,thrice,5
10,8.63,92,False,True,1.06,3.98,four times,7
6,26.81,74,True,False,0.81,3.34,thrice,10
4,8.05,98,True,False,8.66,1.81,twice,4
7,10.89,66,False,False,4.93,2.94,thrice,8
2,18.94,85,True,False,8.1,2.64,thrice,6
3,12.88,57,False,False,4.04,0.57,four times,5
8,22.15,96,False,False,6.49,3.36,twice,2
4,25.12,23,False,False,7.54,0.06,twice,10
7,37.26,84,False,True,1.13,0.96,four times,2
4,30.05,22,False,True,2.4,4.09,thrice,4
3,13.62,22,True,True,3.41,0.62,thrice,1
2,28.75,98,True,False,5.61,0.02,thrice,5
10,31.2,44,False,False,2.96,2.86,twice,3
2,21.44,51,True,False,8.73,0.7,four times,7
10,39.63,25,True,False,0.2,0.25,thrice,4
6,28.27,41,False,False,5.09,2.45,twice,7
10,27.21,90,True,False,1.1,2.55,thrice,9
8,11.81,54,False,False,5.78,2.07,four times,7
3,27.19,63,False,False,9.32,4.49,thrice,6
1,19.05,80,False,True,2.4,4.88,twice,6
8,11.96,67,True,True,4.61,0.89,twice,10
5,5.3,21,True,True,3.47,2.5,four times,1
6,22.53,75,False,True,6.45,1.71,twice,9
9,8.91,35,True,True,2.54,3.01,twice,7
5,25.26,38,False,True,8.58,1.66,thrice,3
10,12.47,29,True,False,9.8,4.72,twice,6
7,21.71,55,True,False,0.44,1.28,four times,10
7,13.22,53,False,False,5.64,3.63,twice,9
3,24.25,52,True,True,9.91,4.34,twice,3
5,12.16,78,False,False,4.48,4.45,four times,7
7,32.03,38,False,True,4.68,1.97,thrice,9
6,8.06,64,False,False,8.19,1.96,four times,6
4,15.17,38,True,True,5.73,3.25,four times,8
8,13.47,76,True,True,2.12,3.86,four times,6
10,31.2,70,False,True,9.87,4.17,twice,1
3,9.21,85,False,True,6.83,0.05,twice,3
5,8.68,86,False,False,5.3,4.94,twice,5
8,8.81,22,True,False,1.85,1.41,thrice,9
7,24.74,82,True,False,9.33,4.81,twice,9
3,19.91,39,True,True,7.31,0.75,four times,1
9,10.57,71,True,True,5.46,3.22,thrice,6
4,23.43,65,False,True,7.52,3.46,four times,7
10,36.43,88,True,False,1.29,1.38,twice,9
4,17.63,73,True,False,5.92,4.39,twice,3
9,20.66,67,True,True,5.64,4.22,twice,1
7,5.42,65,False,False,9.82,3.27,twice,10
7,38.45,51,False,False,2.44,0.74,thrice,7
2,10.17,25,True,False,4.73,2.24,thrice,8
9,17.25,24,True,False,3.84,3.99,twice,2
2,5.42,69,True,True,1.09,1.8,four times,1
8,20.51,52,True,False,3.49,1.47,four times,2
9,26.49,54,False,False,1.29,0.97,twice,10
6,26.53,81,True,False,5.62,1.97,four times,10
8,5.44,84,True,False,2.18,3.69,four times,2
7,12.55,24,True,False,2.73,2.92,thrice,1
9,22.6,45,False,False,3.17,3.68,four times,4
8,5.29,29,False,True,3.54,0.19,twice,2
5,37.28,81,False,True,7.63,3.16,thrice,4
10,18.89,100,False,False,9.67,2.47,twice,9
6,22.63,33,True,True,3.01,1.5,four times,8
7,28.02,52,False,False,6.4,4.31,thrice,10
6,23.69,61,True,False,2.08,1.18,thrice,3
10,36.61,73,False,False,1.54,2.37,twice,10
8,10.62,57,True,False,9.28,4.28,thrice,1
1,23.7,98,False,False,1.92,2.3,twice,3
7,17.25,74,True,True,1.0,4.74,four times,4
3,23.41,22,True,True,5.03,3.02,four times,5
6,6.84,90,True,True,0.85,1.96,thrice,8
1,10.55,80,False,True,7.59,2.26,four times,8
3,18.77,81,True,False,5.42,1.05,four times,8
4,32.94,40,True,True,1.67,3.38,thrice,7
5,6.57,88,False,False,2.64,1.59,four times,6
2,13.28,34,False,True,7.61,0.01,four times,10
6,36.87,20,True,True,6.96,2.24,thrice,10
10,21.59,77,False,True,7.09,3.88,thrice,4
7,16.81,100,True,False,1.8,2.87,twice,10
9,38.59,66,False,False,0.49,2.51,twice,7
8,14.04,21,True,True,3.86,4.79,four times,9
6,12.96,41,True,False,7.35,3.27,twice,10
10,33.39,40,False,True,3.98,2.55,twice,3
1,33.17,34,True,False,9.41,4.9,twice,3
4,30.52,70,False,True,1.46,2.21,thrice,3
10,19.79,23,True,True,5.61,0.76,four times,3
7,18.95,54,False,False,5.61,0.08,twice,4
10,5.16,83,False,False,3.11,0.47,twice,2
1,18.54,46,False,False,6.34,2.33,thrice,10
4,10.2,52,True,True,2.93,1.92,four times,7
6,13.88,90,False,False,3.83,4.93,twice,3
4,6.23,41,True,False,1.99,0.1,twice,9
9,10.14,69,True,True,6.56,2.96,twice,1
3,6.63,20,False,True,9.25,4.7,thrice,6
2,22.45,80,False,False,0.89,1.25,thrice,7
7,33.99,33,False,False,6.23,3.94,thrice,3
1,24.47,54,True,False,6.71,4.1,twice,9
7,33.3,21,False,True,5.91,4.43,thrice,6
9,13.61,73,False,False,9.59,2.3,four times,1
10,33.6,67,True,False,3.83,4.48,twice,8
4,38.62,69,True,False,1.6,4.12,twice,5
8,34.85,54,True,True,8.96,1.58,four times,7
9,5.92,99,True,True,2.64,3.96,twice,10
4,39.29,38,True,False,8.17,1.41,twice,10
2,17.44,89,True,False,6.8,4.65,four times,6
8,25.55,53,False,False,0.71,1.93,four times,6
1,10.84,72,True,True,5.95,0.07,thrice,5
2,20.07,57,True,False,8.76,1.27,thrice,10
5,22.97,65,False,False,1.47,3.95,thrice,6
10,39.79,26,False,True,9.63,1.4,thrice,8
4,31.22,65,True,False,6.9,3.39,four times,10
2,14.88,56,False,True,5.08,3.09,twice,3
1,16.56,39,False,True,4.01,2.24,twice,7
4,24.38,75,False,True,5.76,1.93,four times,6
6,32.39,70,False,False,9.97,1.23,four times,10
6,31.24,23,True,False,6.88,2.87,thrice,5
2,24.45,64,True,True,0.21,1.5,thrice,2
9,31.08,43,False,True,2.04,2.2,thrice,1
6,15.21,25,True,False,8.75,1.95,thrice,9
8,22.85,29,False,False,8.33,1.03,four times,2
4,7.42,55,True,False,1.9,1.71,twice,6
6,27.64,56,False,False,9.79,2.81,twice,5
2,8.5,92,False,True,3.73,0.82,twice,7
2,9.79,85,False,True,7.52,1.08,thrice,5
7,18.56,77,True,True,5.78,4.41,four times,3
3,20.23,32,True,True,4.09,1.73,twice,1
9,23.94,46,True,True,8.35,3.97,thrice,6
10,33.11,88,False,True,9.84,0.88,four times,10
5,15.72,72,True,True,8.13,4.49,thrice,2
10,13.56,89,True,True,6.59,0.68,twice,3
1,32.43,94,False,True,0.42,1.44,thrice,10
8,38.05,89,False,True,3.51,2.75,thrice,2
2,29.04,67,False,False,0.26,2.42,thrice,5
6,21.04,50,False,False,4.96,2.59,twice,9
7,20.32,66,True,False,0.9,5.0,twice,1
10,32.75,57,True,False,1.96,4.81,four times,10
5,23.71,37,True,True,0.7,0.47,thrice,1
4,15.92,91,True,True,9.02,3.9,four times,4
3,32.17,55,True,False,2.4,3.06,twice,4
7,5.39,74,True,False,6.33,2.83,twice,10
1,31.46,87,True,True,4.01,4.85,thrice,4
6,9.16,75,True,True,1.15,1.57,four times,4
5,27.71,32,True,False,8.06,0.8,twice,4
2,11.37,40,False,False,5.92,3.53,twice,10
4,10.36,83,True,True,8.01,2.74,thrice,7
8,38.21,98,False,True,3.44,1.94,twice,7
3,5.44,98,True,False,0.08,3.23,four times,9
4,37.01,57,False,True,3.77,1.4,thrice,4
1,27.75,29,False,True,3.16,4.51,twice,10
5,37.96,61,True,True,0.73,3.9,thrice,6
8,17.59,100,False,False,8.4,1.77,twice,6
2,5.97,68,False,True,6.7,1.1,four times,1
2,6.31,65,True,False,0.15,4.46,four times,2
10,16.53,56,True,True,0.88,3.12,four times,1
6,6.53,41,False,False,6.73,2.65,twice,7
10,32.93,72,True,True,1.02,1.28,twice,7
9,25.36,69,True,True,6.23,0.22,twice,6
9,12.75,24,False,False,7.45,0.45,twice,10
4,17.08,84,False,True,3.76,0.75,thrice,6
5,17.04,91,False,False,0.24,3.58,thrice,8
4,32.79,89,True,False,6.5,2.49,thrice,6
3,32.78,51,False,False,9.58,1.28,four times,6
5,24.77,92,True,False,4.98,1.51,four times,2
1,12.67,100,False,True,6.17,0.97,thrice,5
2,9.76,54,True,True,4.71,0.63,thrice,3
9,15.24,81,False,False,2.81,3.72,four times,1
6,12.43,91,True,True,5.57,0.19,twice,6
9,15.41,65,False,True,9.18,4.36,thrice,3
7,7.5,25,False,False,7.56,3.6,twice,5
6,17.85,94,False,False,3.17,0.95,twice,6
7,25.6,61,True,True,0.14,0.85,four times,3
2,13.95,59,False,True,2.57,4.48,four times,5
1,28.57,26,True,True,3.59,4.34,four times,7
9,7.14,83,False,False,4.75,4.44,four times,4
7,27.29,26,False,False,8.02,1.77,four times,5
6,39.15,47,True,True,6.41,1.32,four times,6
8,20.29,35,False,False,1.28,2.45,thrice,10
6,14.49,70,True,True,4.54,1.08,twice,7
4,17.37,52,False,True,2.64,4.82,thrice,7
3,38.76,22,False,True,9.68,3.15,four times,4
2,33.76,26,False,True,4.16,2.77,thrice,4
1,6.13,53,False,True,8.6,2.25,four times,3
6,39.33,77,False,True,8.54,1.55,twice,8
5,37.8,83,True,True,2.36,4.03,thrice,4
8,23.8,65,True,False,3.19,2.02,four times,6
7,17.01,94,True,False,9.4,3.54,twice,10
9,23.0,67,True,False,7.04,3.25,twice,4
10,22.83,88,True,False,4.23,1.56,four times,5
2,7.6,77,True,True,9.96,3.38,twice,8
1,13.06,41,True,False,7.25,2.42,twice,8
7,29.49,41,False,True,2.97,4.55,thrice,7
8,7.53,49,True,False,6.17,1.01,four times,2
10,28.69,37,True,True,3.4,2.94,thrice,3
5,15.76,58,False,False,4.3,3.01,twice,10
2,25.44,52,True,True,9.16,3.48,twice,6
6,23.78,35,True,True,0.43,1.64,thrice,7
1,18.81,73,True,False,1.63,1.15,thrice,9
10,9.37,41,True,True,7.55,0.64,thrice,9
9,8.41,61,False,False,6.43,4.09,thrice,4
7,20.41,70,True,False,1.46,1.66,twice,2
1,26.27,27,True,False,1.76,3.32,four times,10
5,21.61,49,True,True,5.14,0.32,four times,1
7,12.13,73,True,False,2.32,2.46,twice,4
5,11.48,94,True,True,5.6,2.51,thrice,9
8,6.78,72,True,True,3.9,1.06,four times,1
10,32.59,89,True,False,3.92,3.32,four times,2
7,30.62,31,False,True,1.77,4.71,thrice,10
1,20.89,23,True,False,7.17,3.64,twice,5
7,18.89,68,True,True,1.25,0.85,four times,4
6,33.47,47,False,False,6.28,0.64,four times,2
4,25.24,97,False,False,7.07,3.43,thrice,6
5,31.31,96,False,False,8.92,3.63,twice,2
3,22.68,85,True,True,3.81,4.51,four times,6
1,22.86,97,True,False,8.91,2.79,four times,5
5,32.07,38,True,True,3.38,0.23,thrice,6
8,30.66,52,True,False,3.36,4.8,twice,8
9,18.52,67,False,False,7.65,2.94,four times,5
8,26.06,37,True,False,9.78,3.54,four times,6
1,21.26,70,True,True,5.13,0.86,four times,3
4,26.73,30,True,False,6.74,3.54,twice,1
8,28.46,67,False,False,9.94,2.37,thrice,2
7,18.13,47,False,True,0.27,1.59,twice,8
9,9.38,42,False,False,6.2,1.33,twice,5
8,38.21,46,True,True,4.2,3.65,twice,2
7,26.73,71,True,True,6.27,4.66,thrice,3
10,21.61,80,True,True,3.27,3.74,twice,2
5,21.76,46,False,False,2.57,4.56,four times,5
6,11.85,49,True,True,7.19,3.24,thrice,7
5,5.14,53,False,True,6.54,0.5,twice,2
9,24.64,33,True,True,1.92,2.28,four times,3
6,25.79,98,False,True,4.49,3.3,thrice,6
10,15.36,85,False,True,3.51,0.98,twice,6
4,5.87,61,False,False,4.06,0.02,four times,10
1,21.16,37,False,False,4.03,0.92,twice,9
5,11.13,24,False,True,3.83,1.98,thrice,1
4,35.25,32,False,False,5.57,4.67,twice,5
2,33.26,50,True,True,4.7,4.8,thrice,8
7,29.17,71,True,False,5.07,1.18,thrice,8
3,31.78,89,True,True,8.81,4.77,twice,7
9,36.76,52,False,True,5.24,0.04,thrice,4
5,28.14,70,True,True,7.67,3.91,thrice,8
4,25.09,50,True,True,6.55,2.27,twice,6
5,13.2,89,True,False,3.1,4.12,four times,4
10,31.21,22,False,False,9.15,0.41,four times,10
1,15.45,50,False,True,0.04,4.07,four times,1
1,26.15,42,True,False,7.28,0.06,four times,6
6,34.24,93,True,True,6.67,0.06,thrice,6
2,13.25,84,True,False,7.45,0.27,twice,1
7,13.13,87,False,True,5.25,3.02,four times,6
4,35.41,70,False,True,2.7,2.04,thrice,2
6,38.23,52,True,True,4.18,0.87,four times,6
7,22.54,98,False,False,2.56,4.95,thrice,3
4,25.55,58,True,True,8.26,2.22,thrice,7
4,27.01,88,True,True,8.78,0.49,thrice,2
2,29.39,65,True,True,9.99,4.29,four times,9
2,26.86,85,True,False,0.48,1.7,thrice,2
6,12.69,26,True,False,0.49,1.34,thrice,5
10,27.01,80,False,False,8.12,3.33,thrice,5
10,29.71,65,False,False,8.92,1.35,thrice,2
2,39.84,20,True,False,0.7,3.94,twice,1
4,12.76,93,True,True,8.53,4.84,thrice,10
10,27.99,23,True,False,7.57,3.11,twice,2
8,24.84,38,True,True,2.45,0.31,twice,4
10,6.78,89,False,False,6.93,0.55,thrice,4
9,11.81,23,False,False,5.81,4.97,twice,2
5,25.6,47,False,True,7.27,3.59,four times,7
8,24.15,59,False,True,7.68,1.24,twice,2
9,39.25,92,False,False,7.53,4.0,thrice,5
10,12.1,21,True,True,8.13,2.98,thrice,7
4,14.69,55,False,True,9.71,1.78,twice,10
7,29.13,61,False,False,5.35,2.57,four times,8
7,29.75,99,False,False,9.33,0.53,twice,4
7,11.46,91,True,False,3.96,1.07,twice,1
6,22.17,67,True,False,9.51,0.21,four times,5
6,31.26,68,False,False,9.53,0.0,four times,5
1,30.5,44,True,False,9.67,1.49,four times,9
5,18.95,59,False,False,0.37,1.26,twice,4
1,14.98,24,True,True,5.42,3.22,four times,4
7,10.23,89,False,False,2.13,2.9,thrice,8
6,21.26,81,False,True,5.53,3.3,thrice,1
8,24.37,45,True,True,4.05,0.75,twice,9
6,22.7,77,True,True,0.42,0.45,four times,7
8,15.84,29,True,True,2.65,1.25,twice,10
1,36.38,74,False,True,5.53,3.22,thrice,8
4,21.29,83,False,False,3.36,2.51,thrice,5
2,24.27,72,True,False,1.4,1.07,four times,3
10,17.46,64,False,False,2.57,4.9,thrice,3
9,9.82,40,False,True,3.18,2.21,four times,3
6,32.87,47,True,False,6.09,0.58,thrice,4
9,6.93,24,False,False,3.44,2.09,thrice,8
10,7.88,49,True,False,9.67,4.11,twice,7
8,29.87,73,False,False,3.89,1.81,twice,9
4,13.96,73,True,False,9.79,3.84,twice,2
1,18.84,93,False,True,4.7,1.09,four times,9
8,35.1,50,True,False,0.69,1.3,thrice,2
10,28.98,78,True,False,5.85,3.29,thrice,2
2,10.4,78,True,False,6.96,2.58,twice,9
9,29.21,80,False,False,0.85,3.63,thrice,7
7,26.78,73,False,True,0.03,2.03,twice,7
10,24.43,24,True,True,1.97,4.53,four times,2
2,24.0,93,True,True,8.44,0.19,thrice,8
9,13.31,82,False,False,8.76,0.61,four times,5
4,18.48,75,False,True,5.27,4.02,twice,8
10,8.71,49,True,False,7.09,4.45,four times,6
4,38.13,41,False,False,9.24,2.09,four times,2
2,27.26,48,True,False,6.16,2.11,four times,6
10,22.54,49,False,False,9.95,0.84,four times,3
7,39.92,78,False,False,9.95,2.0,thrice,7
5,37.07,84,True,False,5.57,0.2,twice,4
1,37.98,28,True,True,3.0,1.4,thrice,1
6,36.83,66,False,False,8.37,3.28,four times,2
2,9.91,97,True,True,0.64,1.28,twice,3
10,31.27,68,True,False,9.32,0.59,thrice,1
4,16.87,65,True,False,1.7,0.17,twice,5
5,24.25,81,False,True,4.22,2.3,thrice,3
7,39.05,48,False,False,0.68,1.36,thrice,6
8,5.08,47,True,False,5.93,3.88,four times,7
8,16.23,89,True,False,2.89,1.29,four times,8
1,28.59,47,True,True,6.86,3.98,twice,1
9,19.9,55,False,False,1.4,4.33,thrice,9
6,31.28,59,True,False,6.92,0.02,four times,4
3,39.48,32,True,False,2.01,2.42,thrice,4
1,8.61,23,True,False,0.41,1.51,four times,2
5,27.49,64,False,False,8.18,0.93,four times,7
4,5.5,95,False,True,8.39,2.95,thrice,1
5,12.32,42,True,True,7.59,1.25,four times,6
8,16.86,82,True,False,3.41,2.74,four times,7
8,39.12,33,False,True,6.78,2.18,four times,1
4,39.38,38,False,True,3.71,3.0,four times,7
1,14.95,48,False,True,9.46,0.09,thrice,6
4,21.85,76,True,False,2.06,2.74,four times,5
9,19.62,75,False,True,1.95,1.02,twice,3
8,12.94,72,True,False,6.37,3.17,twice,7
5,20.44,91,True,True,6.12,0.44,thrice,5
5,7.8,59,False,False,9.93,2.78,four times,8
7,7.36,41,False,True,5.39,1.94,four times,5
7,12.03,63,False,True,4.2,4.3,four times,6
10,20.48,59,True,True,0.01,1.3,twice,1
9,28.81,100,False,False,7.57,4.78,four times,5
3,32.73,83,False,False,6.81,0.08,four times,9
7,8.92,49,False,False,0.33,4.24,four times,1
10,31.15,62,True,False,8.56,3.33,four times,6
1,8.37,32,False,False,1.62,4.78,four times,2
4,27.68,51,False,True,6.93,3.95,twice,8
6,36.39,60,True,True,3.47,0.59,four times,4
2,21.89,49,True,True,1.53,1.38,four times,8
5,10.87,75,True,False,1.1,0.86,four times,4
6,13.93,88,True,False,4.5,2.44,four times,1
1,16.57,63,False,True,0.88,4.01,four times,6
10,38.79,57,True,False,1.82,2.43,four times,8
3,8.42,67,True,True,5.13,3.27,thrice,7
3,17.34,98,False,True,0.47,2.84,thrice,2
1,17.61,78,False,False,6.94,0.33,four times,10
4,22.96,58,False,True,4.35,2.41,twice,4
3,34.3,47,True,True,2.01,3.48,four times,3
3,26.86,70,False,True,1.2,1.93,four times,6
8,28.16,40,False,False,2.98,3.25,thrice,1
2,19.53,53,True,False,7.16,3.59,thrice,7
2,26.91,73,True,False,6.23,1.94,thrice,5
5,19.16,91,False,False,8.72,1.4,twice,2
3,39.08,41,False,False,8.06,0.42,thrice,8
1,37.82,71,False,True,3.81,2.27,twice,1
4,8.48,90,True,True,7.15,1.22,four times,2
2,7.78,84,False,False,5.59,2.17,twice,3
3,37.64,34,False,False,9.39,3.5,twice,4
5,7.07,23,True,False,2.97,3.42,thrice,9
8,36.43,28,False,False,0.64,1.61,four times,5
8,38.98,57,True,False,9.91,1.02,twice,7
1,15.23,64,True,False,3.41,3.31,four times,3
4,38.7,40,False,True,9.95,1.64,twice,3
7,7.47,91,True,True,0.86,2.44,twice,9
2,6.9,92,False,False,9.02,3.41,twice,4
3,18.59,24,True,True,9.13,1.69,twice,6
4,15.34,69,True,False,1.37,3.96,twice,7
6,24.39,55,False,False,4.93,2.39,four times,2
4,24.95,72,False,False,4.63,2.32,four times,2
1,24.84,62,True,False,0.34,3.64,twice,8
8,15.73,57,False,True,8.28,4.82,thrice,3
9,19.55,52,False,False,2.82,4.59,four times,2
7,31.86,45,True,True,9.49,0.01,thrice,9
3,16.82,37,True,False,2.11,4.61,twice,10
9,16.8,21,False,False,0.9,4.67,four times,3
1,26.08,46,False,False,4.02,0.6,twice,9
4,19.56,60,False,True,4.85,2.74,twice,4
1,31.41,89,True,True,7.62,4.81,twice,9
10,18.05,28,False,True,8.47,3.2,thrice,7
1,30.23,73,False,False,5.8,0.19,four times,5
6,27.82,99,True,True,0.76,2.63,twice,9
5,8.17,64,False,False,9.17,2.58,twice,5
8,9.99,98,True,False,0.81,4.77,thrice,1
6,8.63,29,True,True,1.05,0.15,four times,8
1,24.84,40,True,True,6.08,0.44,thrice,6
3,29.64,77,False,False,5.21,0.78,twice,1
7,33.25,90,True,True,6.33,4.97,four times,3
7,12.45,24,True,True,8.5,0.66,twice,8
1,19.27,83,False,True,1.47,0.13,twice,8
6,15.25,76,True,False,9.76,3.62,twice,7
10,7.28,97,False,True,0.4,4.92,thrice,6
6,33.88,79,False,False,0.46,2.61,four times,4
7,37.26,82,False,True,7.13,4.5,twice,6
9,33.58,21,True,True,8.22,4.71,four times,3
5,16.92,41,True,True,4.07,2.45,four times,3
3,33.08,42,True,True,8.22,4.1,four times,3
6,19.62,21,False,True,1.95,3.84,twice,4
1,38.61,33,True,True,2.65,3.09,four times,9
10,36.88,79,False,True,4.31,3.51,twice,4
10,24.78,22,False,True,3.08,4.86,twice,10
5,29.52,65,True,False,0.74,2.32,twice,7
1,32.64,85,True,True,0.87,3.08,thrice,4
9,32.59,88,False,True,8.19,2.06,twice,9
8,26.31,73,True,True,1.11,3.87,four times,6
1,30.26,64,True,False,6.38,1.4,thrice,7
9,37.99,93,False,True,1.15,3.28,thrice,9
10,36.98,51,False,False,6.69,4.01,thrice,8
2,38.87,63,True,True,5.33,4.27,thrice,1
2,6.7,49,True,False,9.41,4.51,twice,4
9,34.21,96,False,False,3.81,3.16,twice,6
10,21.58,77,False,True,4.32,2.93,four times,10
8,34.93,100,True,False,9.28,3.31,four times,3
8,23.96,66,True,True,3.15,0.67,four times,10
6,16.43,100,True,False,9.63,2.92,twice,3
3,5.74,29,True,False,2.67,3.79,four times,3
7,19.06,52,False,True,4.6,4.51,thrice,4
1,31.14,49,True,True,6.51,3.7,thrice,3
7,15.98,83,True,True,5.99,2.79,twice,2
6,10.29,74,True,False,8.78,3.22,thrice,6
7,16.77,66,True,True,8.5,0.12,thrice,5
8,22.59,90,True,False,9.75,1.96,four times,10
3,21.77,56,True,True,1.23,0.77,thrice,2
4,30.85,48,False,True,6.38,4.38,thrice,9
4,32.98,44,True,False,0.95,4.39,four times,3
6,5.08,74,False,True,4.28,4.49,thrice,4
8,21.69,88,False,False,6.2,2.17,twice,6
2,39.43,89,False,True,9.99,1.26,four times,7
8,35.38,90,True,True,1.14,0.84,four times,2
10,7.78,42,True,True,6.28,3.61,thrice,6
4,6.39,73,True,True,2.43,3.12,thrice,9
8,5.85,85,True,True,0.62,0.34,thrice,6
7,31.58,32,True,False,7.68,4.36,twice,4
10,13.89,93,True,True,7.65,4.04,twice,8
5,27.86,49,False,True,3.38,2.48,thrice,3
4,11.51,92,True,False,0.32,1.82,twice,2
1,29.13,25,False,True,4.85,0.62,thrice,8
4,6.24,24,False,False,0.69,2.94,thrice,1
5,18.6,82,True,False,7.21,3.84,twice,3
8,11.39,28,True,False,1.99,0.36,four times,3
9,27.1,78,False,False,4.37,2.34,twice,8
4,6.19,80,True,True,2.36,2.2,four times,1
8,21.72,93,False,False,2.67,4.0,four times,9
6,21.4,46,True,False,6.16,0.08,twice,3
5,16.29,25,True,True,1.84,0.61,twice,2
4,7.28,98,True,False,1.85,4.11,twice,7
7,23.95,24,True,True,6.51,2.22,four times,8
8,25.63,43,True,True,6.77,1.79,twice,6
10,15.89,53,True,False,0.8,4.3,twice,2
5,34.92,49,True,False,0.16,4.77,twice,4
9,34.3,40,True,True,5.78,3.28,twice,9
7,5.94,92,False,True,7.03,0.7,four times,6
9,39.55,67,True,True,5.22,2.05,twice,4
2,14.68,83,True,False,7.44,3.49,twice,7
4,7.1,62,False,True,8.18,2.03,four times,3
3,39.92,97,True,True,3.81,0.72,thrice,3
8,16.5,46,False,False,9.96,0.15,four times,4
10,35.09,59,True,True,8.69,0.53,twice,5
9,17.81,74,False,True,3.26,4.66,four times,6
2,32.2,93,True,True,6.47,0.83,thrice,9
6,37.3,83,True,True,6.19,4.93,twice,8
10,33.57,73,True,True,4.27,1.85,four times,4
6,8.36,64,False,False,9.5,1.1,thrice,6
8,7.96,47,True,False,9.72,0.14,four times,10
10,25.35,29,False,False,5.08,0.3,twice,4
6,17.81,49,True,True,3.34,4.82,four times,6
8,10.41,26,True,True,4.48,0.35,twice,8
5,12.3,20,False,True,2.07,4.02,twice,9
10,6.39,96,True,True,6.54,2.18,thrice,2
8,5.8,87,True,False,5.72,3.11,twice,4
9,18.49,22,False,True,7.19,1.07,twice,3
3,19.34,83,True,True,4.54,3.52,twice,1
6,12.27,39,False,False,0.92,1.16,thrice,9
9,30.51,50,True,True,5.86,2.48,thrice,9
2,28.26,87,False,False,3.63,4.44,four times,5
3,27.12,76,True,True,7.95,1.75,twice,8
4,19.76,35,True,True,2.14,0.07,thrice,8
